SHIPMENTDATE,Consignment,Customer,INVOICE,REFERENCE,WEIGHT,ORIGIN,DESTINATION,ZONE,VALUE
2025-06-18,IN-CONS-3604,Client_B,INV-IN-7705,IN-REF-891,11.98,Berlin,Coventry Hub,International,3389.94
2025-06-25,IN-CONS-3047,Client_C,INV-IN-7243,IN-REF-892,43.77,Madrid,Coventry Hub,International,2301.22
2025-06-03,IN-CONS-3736,Client_B,INV-IN-7393,IN-REF-893,38.92,Paris,Coventry Hub,International,1506.14
2025-06-22,IN-CONS-3705,Client_A,INV-IN-7473,IN-REF-894,47.51,Madrid,Coventry Hub,International,169.97
2025-06-20,IN-CONS-3664,Client_B,INV-IN-7873,IN-REF-895,13.46,Paris,Coventry Hub,International,3547.17
2025-06-25,IN-CONS-3122,Client_B,INV-IN-7482,IN-REF-896,25.87,Paris,Coventry Hub,International,264.26
2025-06-24,IN-CONS-3414,Client_B,INV-IN-7381,IN-REF-897,31.51,Berlin,Coventry Hub,International,2278.81
2025-06-21,IN-CONS-3763,Client_A,INV-IN-7863,IN-REF-898,41.48,Madrid,Coventry Hub,International,4833.59
2025-06-01,IN-CONS-3786,Client_A,INV-IN-7457,IN-REF-899,2.01,Madrid,Coventry Hub,International,1525.68
2025-06-12,IN-CONS-3309,Client_C,INV-IN-7675,IN-REF-900,31.85,Berlin,Coventry Hub,International,152.91
2025-06-20,IN-CONS-3253,Client_A,INV-IN-7638,IN-REF-901,45.45,Madrid,Coventry Hub,International,4941.63
2025-06-03,IN-CONS-3950,Client_A,INV-IN-7682,IN-REF-902,33.35,Paris,Coventry Hub,International,2310.94
2025-06-17,IN-CONS-3922,Client_B,INV-IN-7473,IN-REF-903,42.27,Paris,Coventry Hub,International,2778.75
2025-06-09,IN-CONS-3047,Client_B,INV-IN-7532,IN-REF-904,31.39,Madrid,Coventry Hub,International,443.29
2025-06-03,IN-CONS-3110,Client_B,INV-IN-7220,IN-REF-905,36.45,Berlin,Coventry Hub,International,137.77
2025-06-05,IN-CONS-3343,Client_C,INV-IN-7168,IN-REF-906,31.04,Paris,Coventry Hub,International,2556.29
2025-06-05,IN-CONS-3066,Client_B,INV-IN-7589,IN-REF-907,38.89,Paris,Coventry Hub,International,4607.14
2025-06-24,IN-CONS-3200,Client_B,INV-IN-7336,IN-REF-908,17.75,Paris,Coventry Hub,International,4847.36
2025-06-29,IN-CONS-3138,Client_A,INV-IN-7037,IN-REF-909,24.54,Madrid,Coventry Hub,International,4009.05
2025-06-16,IN-CONS-3109,Client_B,INV-IN-7874,IN-REF-910,1.67,Madrid,Coventry Hub,International,2235.66
2025-06-16,IN-CONS-3600,Client_C,INV-IN-7268,IN-REF-911,16.56,Berlin,Coventry Hub,International,568.05
2025-06-16,IN-CONS-3414,Client_C,INV-IN-7517,IN-REF-912,44.31,Berlin,Coventry Hub,International,2581.62
2025-06-09,IN-CONS-3334,Client_B,INV-IN-7612,IN-REF-913,16.44,Madrid,Coventry Hub,International,3879.13
2025-06-21,IN-CONS-3736,Client_A,INV-IN-7669,IN-REF-914,19.05,Paris,Coventry Hub,International,3981.58
2025-06-19,IN-CONS-3206,Client_C,INV-IN-7169,IN-REF-915,34.99,Madrid,Coventry Hub,International,4914.11
2025-06-02,IN-CONS-3384,Client_A,INV-IN-7646,IN-REF-916,32.51,Madrid,Coventry Hub,International,4547.79
2025-06-29,IN-CONS-3619,Client_C,INV-IN-7106,IN-REF-917,1.04,Paris,Coventry Hub,International,4845.45
2025-06-01,IN-CONS-3427,Client_A,INV-IN-7117,IN-REF-918,24.92,Paris,Coventry Hub,International,1726.29
2025-06-22,IN-CONS-3444,Client_B,INV-IN-7761,IN-REF-919,22.71,Berlin,Coventry Hub,International,4128.71
2025-06-27,IN-CONS-3930,Client_B,INV-IN-7207,IN-REF-920,2.85,Berlin,Coventry Hub,International,2948.26
2025-06-29,IN-CONS-3144,Client_C,INV-IN-7731,IN-REF-921,1.03,Paris,Coventry Hub,International,3166.12
2025-06-29,IN-CONS-3832,Client_B,INV-IN-7233,IN-REF-922,45.08,Paris,Coventry Hub,International,3065.67
2025-06-22,IN-CONS-3645,Client_C,INV-IN-7953,IN-REF-923,6.06,Paris,Coventry Hub,International,599.71
2025-06-01,IN-CONS-3593,Client_A,INV-IN-7075,IN-REF-924,12.11,Paris,Coventry Hub,International,3198.77
2025-06-09,IN-CONS-3346,Client_B,INV-IN-7934,IN-REF-925,35.65,Madrid,Coventry Hub,International,1255.98
2025-06-18,IN-CONS-3678,Client_A,INV-IN-7468,IN-REF-926,16.61,Berlin,Coventry Hub,International,1205.83
2025-06-24,IN-CONS-3737,Client_A,INV-IN-7834,IN-REF-927,14.47,Madrid,Coventry Hub,International,4569.33
2025-06-29,IN-CONS-3529,Client_C,INV-IN-7846,IN-REF-928,20.94,Paris,Coventry Hub,International,815.93
2025-06-19,IN-CONS-3235,Client_A,INV-IN-7460,IN-REF-929,2.11,Paris,Coventry Hub,International,2323.42
2025-06-20,IN-CONS-3657,Client_C,INV-IN-7615,IN-REF-930,48.02,Berlin,Coventry Hub,International,1504.2
2025-06-19,IN-CONS-3413,Client_B,INV-IN-7201,IN-REF-931,38.85,Berlin,Coventry Hub,International,1910.53
2025-06-13,IN-CONS-3151,Client_C,INV-IN-7763,IN-REF-932,32.24,Berlin,Coventry Hub,International,3921.93
2025-06-27,IN-CONS-3449,Client_B,INV-IN-7198,IN-REF-933,28.09,Berlin,Coventry Hub,International,2270.56
2025-06-12,IN-CONS-3182,Client_C,INV-IN-7042,IN-REF-934,46.6,Berlin,Coventry Hub,International,944.8
2025-06-19,IN-CONS-3833,Client_B,INV-IN-7516,IN-REF-935,39.2,Madrid,Coventry Hub,International,1794.38
2025-06-27,IN-CONS-3322,Client_C,INV-IN-7480,IN-REF-936,4.5,Paris,Coventry Hub,International,1373.68
2025-06-25,IN-CONS-3865,Client_B,INV-IN-7678,IN-REF-937,24.55,Paris,Coventry Hub,International,4478.37
2025-06-06,IN-CONS-3646,Client_C,INV-IN-7699,IN-REF-938,43.46,Madrid,Coventry Hub,International,3999.15
2025-06-24,IN-CONS-3099,Client_B,INV-IN-7942,IN-REF-939,3.85,Paris,Coventry Hub,International,4325.8
2025-06-18,IN-CONS-3634,Client_A,INV-IN-7413,IN-REF-940,45.99,Madrid,Coventry Hub,International,2984.27
2025-06-10,IN-CONS-3010,Client_C,INV-IN-7554,IN-REF-941,37.84,Berlin,Coventry Hub,International,1883.37
2025-06-07,IN-CONS-3810,Client_B,INV-IN-7692,IN-REF-942,22.19,Berlin,Coventry Hub,International,363.74
2025-06-01,IN-CONS-3223,Client_A,INV-IN-7064,IN-REF-943,17.6,Madrid,Coventry Hub,International,1995.67
2025-06-25,IN-CONS-3344,Client_B,INV-IN-7442,IN-REF-944,8.9,Madrid,Coventry Hub,International,4136.22
2025-06-22,IN-CONS-3775,Client_B,INV-IN-7830,IN-REF-945,32.13,Paris,Coventry Hub,International,169.17
2025-06-05,IN-CONS-3048,Client_A,INV-IN-7022,IN-REF-946,9.62,Paris,Coventry Hub,International,1975.69
2025-06-03,IN-CONS-3773,Client_B,INV-IN-7796,IN-REF-947,38.71,Berlin,Coventry Hub,International,1319.17
2025-06-16,IN-CONS-3330,Client_A,INV-IN-7868,IN-REF-948,8.26,Madrid,Coventry Hub,International,3730.49
2025-06-11,IN-CONS-3823,Client_B,INV-IN-7590,IN-REF-949,17.72,Madrid,Coventry Hub,International,1125.05
2025-06-26,IN-CONS-3630,Client_C,INV-IN-7425,IN-REF-950,49.72,Madrid,Coventry Hub,International,882.64
2025-06-18,IN-CONS-3635,Client_C,INV-IN-7061,IN-REF-951,36.38,Madrid,Coventry Hub,International,3230.09
2025-06-03,IN-CONS-3146,Client_C,INV-IN-7402,IN-REF-952,24.02,Paris,Coventry Hub,International,532.94
2025-06-23,IN-CONS-3071,Client_B,INV-IN-7552,IN-REF-953,38.88,Madrid,Coventry Hub,International,2866.54
2025-06-03,IN-CONS-3713,Client_C,INV-IN-7004,IN-REF-954,8.03,Paris,Coventry Hub,International,1905.4
2025-06-27,IN-CONS-3976,Client_C,INV-IN-7282,IN-REF-955,7.52,Berlin,Coventry Hub,International,4850.36
2025-06-27,IN-CONS-3757,Client_B,INV-IN-7001,IN-REF-956,4.68,Berlin,Coventry Hub,International,3034.69
2025-06-02,IN-CONS-3547,Client_A,INV-IN-7783,IN-REF-957,4.98,Paris,Coventry Hub,International,862.17
2025-06-27,IN-CONS-3332,Client_B,INV-IN-7282,IN-REF-958,30.04,Paris,Coventry Hub,International,975.76
2025-06-20,IN-CONS-3223,Client_A,INV-IN-7469,IN-REF-959,41.01,Madrid,Coventry Hub,International,2256.39
2025-06-10,IN-CONS-3647,Client_B,INV-IN-7298,IN-REF-960,42.44,Paris,Coventry Hub,International,1667.29
2025-06-03,IN-CONS-3113,Client_B,INV-IN-7692,IN-REF-961,30.33,Berlin,Coventry Hub,International,1398.68
2025-06-03,IN-CONS-3657,Client_A,INV-IN-7714,IN-REF-962,16.77,Berlin,Coventry Hub,International,3345.15
2025-06-27,IN-CONS-3791,Client_C,INV-IN-7297,IN-REF-963,17.73,Berlin,Coventry Hub,International,3072.28
2025-06-28,IN-CONS-3464,Client_B,INV-IN-7012,IN-REF-964,44.44,Madrid,Coventry Hub,International,1287.4
2025-06-11,IN-CONS-3534,Client_C,INV-IN-7247,IN-REF-965,24.09,Berlin,Coventry Hub,International,2188.23
2025-06-17,IN-CONS-3245,Client_B,INV-IN-7946,IN-REF-966,28.02,Berlin,Coventry Hub,International,4510.42
2025-06-28,IN-CONS-3111,Client_C,INV-IN-7961,IN-REF-967,47.74,Madrid,Coventry Hub,International,2375.76
2025-06-07,IN-CONS-3215,Client_C,INV-IN-7972,IN-REF-968,27.95,Paris,Coventry Hub,International,557.08
2025-06-13,IN-CONS-3721,Client_A,INV-IN-7945,IN-REF-969,46.14,Paris,Coventry Hub,International,3456.83
2025-06-01,IN-CONS-3627,Client_A,INV-IN-7860,IN-REF-970,16.37,Berlin,Coventry Hub,International,3289.35
2025-06-24,IN-CONS-3132,Client_B,INV-IN-7935,IN-REF-971,39.06,Madrid,Coventry Hub,International,2356.27
2025-06-21,IN-CONS-3794,Client_B,INV-IN-7003,IN-REF-972,33.96,Madrid,Coventry Hub,International,1900.9
2025-06-10,IN-CONS-3442,Client_B,INV-IN-7566,IN-REF-973,22.35,Berlin,Coventry Hub,International,4466.83
2025-06-27,IN-CONS-3064,Client_C,INV-IN-7494,IN-REF-974,20.69,Paris,Coventry Hub,International,182.08
2025-06-02,IN-CONS-3719,Client_A,INV-IN-7189,IN-REF-975,16.76,Berlin,Coventry Hub,International,2956.43
2025-06-25,IN-CONS-3265,Client_B,INV-IN-7905,IN-REF-976,46.28,Paris,Coventry Hub,International,2523.6
2025-06-18,IN-CONS-3867,Client_C,INV-IN-7837,IN-REF-977,47.5,Madrid,Coventry Hub,International,4295.41
2025-06-15,IN-CONS-3806,Client_A,INV-IN-7673,IN-REF-978,36.96,Madrid,Coventry Hub,International,1138.5
2025-06-05,IN-CONS-3409,Client_B,INV-IN-7513,IN-REF-979,21.43,Madrid,Coventry Hub,International,4199.37
2025-06-10,IN-CONS-3371,Client_A,INV-IN-7621,IN-REF-980,28.79,Paris,Coventry Hub,International,3644.01
2025-06-09,IN-CONS-3968,Client_C,INV-IN-7140,IN-REF-981,31.58,Berlin,Coventry Hub,International,4622.42
2025-06-22,IN-CONS-3854,Client_C,INV-IN-7402,IN-REF-982,35.7,Paris,Coventry Hub,International,1417.72
2025-06-17,IN-CONS-3719,Client_C,INV-IN-7507,IN-REF-983,49.67,Madrid,Coventry Hub,International,3194.66
2025-06-24,IN-CONS-3466,Client_A,INV-IN-7869,IN-REF-984,27.33,Berlin,Coventry Hub,International,3480.91
2025-06-09,IN-CONS-3410,Client_B,INV-IN-7220,IN-REF-985,14.96,Berlin,Coventry Hub,International,3075.65
2025-06-22,IN-CONS-3593,Client_C,INV-IN-7851,IN-REF-986,17.67,Berlin,Coventry Hub,International,1096.91
2025-06-25,IN-CONS-3151,Client_C,INV-IN-7116,IN-REF-987,40.9,Berlin,Coventry Hub,International,612.13
2025-06-03,IN-CONS-3139,Client_C,INV-IN-7426,IN-REF-988,4.42,Paris,Coventry Hub,International,3692.09
2025-06-10,IN-CONS-3359,Client_C,INV-IN-7295,IN-REF-989,43.95,Paris,Coventry Hub,International,4031.29
2025-06-16,IN-CONS-3422,Client_C,INV-IN-7731,IN-REF-990,13.0,Berlin,Coventry Hub,International,3672.14
2025-06-13,IN-CONS-3761,Client_B,INV-IN-7048,IN-REF-991,20.57,Paris,Coventry Hub,International,4521.15
2025-06-07,IN-CONS-3076,Client_B,INV-IN-7417,IN-REF-992,35.55,Paris,Coventry Hub,International,1816.36
2025-06-24,IN-CONS-3124,Client_C,INV-IN-7665,IN-REF-993,34.72,Berlin,Coventry Hub,International,2198.76
2025-06-28,IN-CONS-3800,Client_A,INV-IN-7966,IN-REF-994,11.75,Madrid,Coventry Hub,International,1833.43
2025-06-23,IN-CONS-3549,Client_A,INV-IN-7154,IN-REF-995,18.43,Berlin,Coventry Hub,International,3883.67
2025-06-15,IN-CONS-3233,Client_C,INV-IN-7684,IN-REF-996,5.97,Paris,Coventry Hub,International,1974.62
2025-06-14,IN-CONS-3786,Client_A,INV-IN-7277,IN-REF-997,6.49,Paris,Coventry Hub,International,2441.14
2025-06-12,IN-CONS-3763,Client_C,INV-IN-7127,IN-REF-998,39.02,Berlin,Coventry Hub,International,4648.29
2025-06-13,IN-CONS-3257,Client_C,INV-IN-7748,IN-REF-999,31.65,Madrid,Coventry Hub,International,376.4
