SHIPMENTDATE,BARCODE,ACCOUNTNUMBER,INVOICE_NUMBER,Consignment,REFERENCE,WEIGHT,VOLUMETRIC_WEIGHT,LENGTH,WIDTH,HEIGHT,PRODUCT_TYPE_NAME,Destination,ZONE,BASE_RATE,FINAL_PRICE
2025-06-11,BAR90196,ACC-292,INV-5143,CONS-1958,REF-750,8.43,21.38,36,99,71,Standard,Manchester,Zone 1,39.11,23.53
2025-06-16,BAR99891,ACC-149,INV-5707,CONS-1413,REF-751,25.76,19.66,65,50,46,Standard,Manchester,Zone 2,14.52,86.29
2025-06-14,BAR93829,ACC-211,INV-5427,CONS-1776,REF-752,15.12,24.07,49,73,76,Express,Manchester,Zone 1,18.33,41.36
2025-06-09,BAR93415,ACC-941,INV-5460,CONS-1013,REF-753,14.63,14.89,56,30,55,Express,Manchester,Zone 3,16.52,86.22
2025-06-01,BAR41417,ACC-258,INV-5587,CONS-1638,REF-754,7.11,27.64,40,72,36,Express,Glasgow,Zone 2,33.5,30.23
2025-06-25,BAR82174,ACC-325,INV-5541,CONS-1810,REF-755,12.41,15.04,16,67,59,Express,Birmingham,Zone 1,40.39,22.43
2025-06-01,BAR30097,ACC-331,INV-5816,CONS-1608,REF-756,8.83,31.73,94,67,94,Economy,London,Zone 2,22.39,50.55
2025-06-11,BAR10469,ACC-917,INV-5707,CONS-1717,REF-757,13.04,17.88,93,44,82,Economy,Manchester,Zone 2,7.75,76.32
2025-06-07,BAR88603,ACC-729,INV-5819,CONS-1052,REF-758,23.84,33.53,98,35,15,Express,Manchester,Zone 3,20.07,18.31
2025-06-27,BAR87320,ACC-846,INV-5477,CONS-1814,REF-759,0.64,19.35,65,59,70,Standard,Glasgow,Zone 1,29.73,89.94
2025-06-27,BAR98530,ACC-272,INV-5385,CONS-1716,REF-760,21.49,28.6,78,88,63,Economy,London,Zone 2,16.51,50.64
2025-06-03,BAR78049,ACC-142,INV-5607,CONS-1392,REF-761,5.5,7.71,38,81,50,Standard,Glasgow,Zone 1,26.31,64.65
2025-06-21,BAR78287,ACC-719,INV-5640,CONS-1420,REF-762,18.65,4.51,91,96,16,Express,Birmingham,Zone 3,10.85,15.93
2025-06-09,BAR21220,ACC-153,INV-5439,CONS-1870,REF-763,22.65,12.95,95,84,67,Standard,Manchester,Zone 2,33.49,12.96
2025-06-19,BAR76004,ACC-861,INV-5590,CONS-1520,REF-764,27.61,10.82,32,16,100,Economy,Manchester,Zone 3,20.9,74.46
2025-06-21,BAR17344,ACC-660,INV-5171,CONS-1760,REF-765,26.83,13.4,45,11,15,Express,Birmingham,Zone 3,36.31,69.23
2025-06-25,BAR50642,ACC-285,INV-5783,CONS-1967,REF-766,20.84,3.92,78,48,67,Express,Manchester,Zone 1,22.56,60.25
2025-06-03,BAR65691,ACC-702,INV-5923,CONS-1344,REF-767,21.04,9.34,97,88,72,Standard,Manchester,Zone 1,11.09,54.73
2025-06-10,BAR83201,ACC-985,INV-5645,CONS-1281,REF-768,23.87,8.74,97,44,68,Express,London,Zone 1,25.03,91.22
2025-06-09,BAR12629,ACC-949,INV-5434,CONS-1175,REF-769,8.07,7.45,50,18,69,Standard,Glasgow,Zone 2,23.69,17.38
2025-06-09,BAR68787,ACC-208,INV-5249,CONS-1623,REF-770,25.49,14.08,47,85,92,Express,London,Zone 1,24.58,19.49
2025-06-06,BAR71662,ACC-181,INV-5472,CONS-1174,REF-771,22.25,29.22,19,82,43,Economy,London,Zone 2,40.83,85.73
2025-06-24,BAR40286,ACC-253,INV-5620,CONS-1268,REF-772,6.19,7.29,80,32,94,Standard,Birmingham,Zone 3,15.28,43.61
2025-06-29,BAR37654,ACC-606,INV-5314,CONS-1841,REF-773,6.12,27.56,60,23,77,Express,London,Zone 1,44.73,82.88
2025-06-16,BAR38456,ACC-510,INV-5725,CONS-1128,REF-774,10.74,33.29,22,87,37,Standard,London,Zone 3,30.77,98.95
2025-06-15,BAR15060,ACC-274,INV-5932,CONS-1847,REF-775,22.57,28.49,16,25,52,Express,Manchester,Zone 2,47.31,82.42
2025-06-22,BAR49892,ACC-687,INV-5542,CONS-1030,REF-776,25.36,34.1,83,41,57,Economy,Glasgow,Zone 2,29.51,40.31
2025-06-16,BAR40132,ACC-708,INV-5936,CONS-1631,REF-777,24.06,7.32,11,38,11,Standard,Birmingham,Zone 1,36.8,78.4
2025-06-19,BAR85675,ACC-824,INV-5661,CONS-1175,REF-778,24.49,21.32,19,29,46,Economy,London,Zone 3,22.92,61.45
2025-06-07,BAR26019,ACC-462,INV-5537,CONS-1519,REF-779,4.01,30.43,67,52,73,Standard,London,Zone 3,5.07,58.51
2025-06-04,BAR88624,ACC-729,INV-5478,CONS-1174,REF-780,18.08,16.74,15,31,59,Economy,Glasgow,Zone 3,32.06,27.92
2025-06-10,BAR82537,ACC-369,INV-5799,CONS-1604,REF-781,19.02,14.25,35,83,95,Standard,London,Zone 2,36.47,48.13
2025-06-12,BAR69467,ACC-708,INV-5107,CONS-1375,REF-782,23.33,4.61,84,15,75,Standard,Birmingham,Zone 2,41.15,96.66
2025-06-03,BAR99452,ACC-271,INV-5043,CONS-1780,REF-783,15.87,8.61,55,23,79,Standard,London,Zone 1,30.39,10.09
2025-06-15,BAR79015,ACC-696,INV-5523,CONS-1730,REF-784,20.65,29.25,33,45,90,Standard,Glasgow,Zone 1,47.77,72.19
2025-06-16,BAR44459,ACC-983,INV-5183,CONS-1212,REF-785,1.64,13.33,77,22,79,Economy,London,Zone 2,39.19,19.41
2025-06-18,BAR93809,ACC-544,INV-5104,CONS-1903,REF-786,5.16,5.74,49,30,18,Express,Birmingham,Zone 3,20.14,84.93
2025-06-18,BAR30413,ACC-245,INV-5170,CONS-1304,REF-787,2.34,18.9,14,71,94,Economy,London,Zone 2,49.42,77.02
2025-06-14,BAR73991,ACC-231,INV-5964,CONS-1715,REF-788,29.57,21.27,70,59,90,Standard,Manchester,Zone 1,12.56,68.72
2025-06-21,BAR96158,ACC-282,INV-5075,CONS-1101,REF-789,28.86,27.87,49,83,15,Express,London,Zone 1,35.39,65.91
2025-06-20,BAR25203,ACC-548,INV-5114,CONS-1504,REF-790,26.22,4.93,87,21,90,Express,Birmingham,Zone 2,32.48,25.91
2025-06-15,BAR54745,ACC-168,INV-5310,CONS-1696,REF-791,3.28,8.5,66,91,27,Standard,Birmingham,Zone 1,18.92,72.6
2025-06-17,BAR69321,ACC-557,INV-5888,CONS-1044,REF-792,27.82,31.07,87,63,21,Express,Birmingham,Zone 1,20.77,45.69
2025-06-17,BAR91337,ACC-497,INV-5433,CONS-1095,REF-793,27.42,8.84,95,46,70,Economy,London,Zone 2,44.93,11.62
2025-06-19,BAR32477,ACC-338,INV-5134,CONS-1913,REF-794,1.66,18.49,66,64,22,Express,Manchester,Zone 3,37.95,74.28
2025-06-08,BAR12827,ACC-433,INV-5010,CONS-1258,REF-795,15.1,8.02,27,85,79,Standard,Birmingham,Zone 2,48.54,53.29
2025-06-05,BAR55651,ACC-528,INV-5559,CONS-1693,REF-796,4.6,8.75,92,91,85,Standard,Glasgow,Zone 1,33.18,76.51
2025-06-01,BAR26971,ACC-780,INV-5151,CONS-1376,REF-797,11.76,2.76,18,47,44,Economy,London,Zone 2,28.38,20.19
2025-06-25,BAR46593,ACC-510,INV-5036,CONS-1953,REF-798,16.5,28.98,23,80,68,Express,Manchester,Zone 2,6.94,14.93
2025-06-01,BAR15058,ACC-417,INV-5338,CONS-1771,REF-799,19.66,7.59,44,11,65,Standard,Manchester,Zone 1,14.02,83.55
2025-06-21,BAR53970,ACC-394,INV-5457,CONS-1234,REF-800,24.29,2.26,50,21,16,Economy,Birmingham,Zone 2,28.44,65.35
2025-06-01,BAR32247,ACC-847,INV-5211,CONS-1879,REF-801,19.04,6.0,18,22,97,Economy,Birmingham,Zone 2,35.48,20.36
2025-06-12,BAR95703,ACC-862,INV-5125,CONS-1457,REF-802,5.63,34.89,31,96,57,Economy,Birmingham,Zone 1,25.27,39.44
2025-06-02,BAR17980,ACC-469,INV-5957,CONS-1632,REF-803,12.28,24.55,22,37,48,Economy,Birmingham,Zone 1,21.24,83.81
2025-06-22,BAR36375,ACC-798,INV-5629,CONS-1902,REF-804,1.79,18.1,93,71,12,Standard,Glasgow,Zone 1,46.71,10.75
2025-06-19,BAR83381,ACC-883,INV-5985,CONS-1720,REF-805,6.99,19.82,28,60,86,Standard,Birmingham,Zone 1,13.45,91.55
2025-06-29,BAR81615,ACC-543,INV-5254,CONS-1349,REF-806,28.42,31.23,27,65,73,Economy,Manchester,Zone 3,46.08,25.56
2025-06-04,BAR23452,ACC-780,INV-5145,CONS-1139,REF-807,9.56,30.1,83,69,63,Economy,London,Zone 1,38.07,63.69
2025-06-04,BAR33697,ACC-817,INV-5412,CONS-1394,REF-808,15.12,3.49,21,26,75,Standard,Birmingham,Zone 2,38.31,65.9
2025-06-20,BAR47635,ACC-500,INV-5601,CONS-1967,REF-809,8.33,23.41,73,63,25,Standard,Glasgow,Zone 3,10.32,85.88
2025-06-05,BAR61017,ACC-476,INV-5241,CONS-1804,REF-810,15.39,29.55,51,55,94,Standard,London,Zone 3,43.98,33.65
2025-06-25,BAR89685,ACC-419,INV-5007,CONS-1041,REF-811,27.13,1.63,22,19,51,Express,Birmingham,Zone 1,25.9,80.83
2025-06-14,BAR82085,ACC-858,INV-5095,CONS-1228,REF-812,11.4,17.25,80,32,89,Standard,Manchester,Zone 1,5.59,81.15
2025-06-05,BAR64819,ACC-915,INV-5283,CONS-1838,REF-813,18.15,2.68,17,38,72,Express,Glasgow,Zone 1,43.29,72.47
2025-06-16,BAR29753,ACC-365,INV-5562,CONS-1425,REF-814,23.76,22.3,61,25,85,Standard,London,Zone 2,48.29,34.69
2025-06-10,BAR59860,ACC-722,INV-5535,CONS-1888,REF-815,19.39,31.78,79,72,46,Express,Birmingham,Zone 2,5.71,82.21
2025-06-29,BAR88931,ACC-300,INV-5354,CONS-1795,REF-816,29.36,24.91,60,38,91,Express,Birmingham,Zone 2,20.99,39.63
2025-06-01,BAR58832,ACC-472,INV-5146,CONS-1765,REF-817,27.8,26.56,64,51,40,Economy,London,Zone 3,46.85,16.61
2025-06-11,BAR87678,ACC-685,INV-5955,CONS-1983,REF-818,20.75,1.08,33,42,43,Express,Manchester,Zone 1,32.54,38.29
2025-06-21,BAR38370,ACC-822,INV-5491,CONS-1658,REF-819,5.91,20.46,12,44,81,Economy,Glasgow,Zone 1,44.79,21.12
2025-06-06,BAR32422,ACC-441,INV-5227,CONS-1509,REF-820,29.98,26.24,24,61,61,Express,Glasgow,Zone 3,9.69,76.78
2025-06-23,BAR53530,ACC-652,INV-5108,CONS-1052,REF-821,28.31,15.47,70,28,45,Standard,Manchester,Zone 3,23.26,44.53
2025-06-15,BAR56591,ACC-821,INV-5647,CONS-1019,REF-822,26.91,13.56,25,64,30,Standard,Manchester,Zone 1,49.11,89.36
2025-06-04,BAR45154,ACC-997,INV-5627,CONS-1650,REF-823,6.33,10.9,47,12,90,Standard,Manchester,Zone 3,36.82,34.27
2025-06-04,BAR52934,ACC-129,INV-5374,CONS-1499,REF-824,0.81,27.29,12,82,64,Standard,Birmingham,Zone 2,12.51,34.45
2025-06-02,BAR89033,ACC-770,INV-5351,CONS-1475,REF-825,11.6,3.16,65,48,92,Express,Manchester,Zone 1,33.95,95.8
2025-06-26,BAR96024,ACC-825,INV-5924,CONS-1215,REF-826,27.0,7.09,50,40,70,Standard,London,Zone 3,47.99,49.07
2025-06-28,BAR77968,ACC-126,INV-5259,CONS-1847,REF-827,8.11,5.19,91,61,34,Economy,Glasgow,Zone 1,34.47,85.35
2025-06-24,BAR80933,ACC-795,INV-5454,CONS-1384,REF-828,20.4,34.99,87,34,36,Standard,Glasgow,Zone 2,10.34,43.85
2025-06-11,BAR11398,ACC-639,INV-5054,CONS-1806,REF-829,27.42,17.69,72,41,33,Economy,Birmingham,Zone 2,47.11,44.01
2025-06-12,BAR45304,ACC-373,INV-5064,CONS-1540,REF-830,2.64,33.4,65,54,100,Economy,Manchester,Zone 1,34.23,19.41
2025-06-24,BAR73247,ACC-212,INV-5479,CONS-1362,REF-831,23.07,5.28,53,68,67,Express,London,Zone 2,17.42,85.83
2025-06-09,BAR24045,ACC-462,INV-5894,CONS-1955,REF-832,28.22,9.38,33,13,52,Economy,Glasgow,Zone 3,26.76,43.45
2025-06-24,BAR85953,ACC-670,INV-5715,CONS-1913,REF-833,26.4,7.26,70,65,59,Express,Manchester,Zone 3,29.7,73.06
2025-06-19,BAR92808,ACC-765,INV-5126,CONS-1212,REF-834,29.07,33.3,32,88,23,Express,London,Zone 1,19.64,64.31
2025-06-23,BAR25375,ACC-909,INV-5284,CONS-1167,REF-835,18.88,29.63,34,81,97,Standard,London,Zone 3,29.99,12.18
2025-06-22,BAR27258,ACC-448,INV-5771,CONS-1002,REF-836,15.13,3.97,50,93,86,Express,London,Zone 3,10.76,53.01
2025-06-18,BAR84438,ACC-156,INV-5048,CONS-1108,REF-837,15.44,14.99,26,57,59,Economy,Manchester,Zone 2,41.42,83.68
2025-06-21,BAR12398,ACC-316,INV-5721,CONS-1957,REF-838,6.78,9.15,74,91,40,Economy,Birmingham,Zone 1,28.15,95.49
2025-06-16,BAR91978,ACC-557,INV-5776,CONS-1508,REF-839,11.03,8.45,37,75,26,Economy,Birmingham,Zone 3,37.41,87.46
2025-06-05,BAR43067,ACC-998,INV-5081,CONS-1074,REF-840,7.25,25.49,55,100,68,Economy,Manchester,Zone 1,8.37,14.33
2025-06-16,BAR90668,ACC-771,INV-5461,CONS-1911,REF-841,12.85,30.36,81,71,30,Standard,Glasgow,Zone 3,41.03,73.42
2025-06-21,BAR92018,ACC-155,INV-5681,CONS-1440,REF-842,2.88,13.73,42,67,24,Economy,Manchester,Zone 1,21.78,61.45
2025-06-08,BAR70188,ACC-506,INV-5790,CONS-1260,REF-843,1.27,20.18,99,58,82,Express,Birmingham,Zone 1,24.16,86.05
2025-06-22,BAR35776,ACC-687,INV-5789,CONS-1459,REF-844,17.71,2.45,86,70,60,Standard,Glasgow,Zone 1,26.84,95.23
2025-06-27,BAR21777,ACC-701,INV-5523,CONS-1104,REF-845,22.93,23.77,31,58,24,Standard,Glasgow,Zone 2,15.16,67.7
2025-06-25,BAR48535,ACC-650,INV-5343,CONS-1194,REF-846,8.02,33.12,75,95,39,Express,Glasgow,Zone 2,47.97,14.55
2025-06-26,BAR71878,ACC-158,INV-5778,CONS-1583,REF-847,20.48,14.61,81,36,88,Economy,Glasgow,Zone 2,41.27,80.27
2025-06-03,BAR24607,ACC-824,INV-5070,CONS-1974,REF-848,17.35,8.13,10,16,67,Express,Glasgow,Zone 2,38.76,33.68
2025-06-16,BAR74699,ACC-590,INV-5176,CONS-1767,REF-849,19.21,32.53,93,25,77,Economy,London,Zone 1,47.64,25.02
2025-06-10,BAR33843,ACC-994,INV-5183,CONS-1213,REF-850,26.18,25.75,49,14,97,Express,Glasgow,Zone 3,25.77,58.35
2025-06-01,BAR95030,ACC-905,INV-5279,CONS-1754,REF-851,19.33,12.24,14,63,100,Economy,Birmingham,Zone 2,37.08,13.17
2025-06-10,BAR54358,ACC-660,INV-5562,CONS-1173,REF-852,18.87,17.7,56,85,23,Express,London,Zone 1,46.4,46.09
2025-06-24,BAR86183,ACC-403,INV-5995,CONS-1045,REF-853,13.57,20.24,85,67,11,Standard,Glasgow,Zone 3,16.52,64.53
2025-06-12,BAR23746,ACC-194,INV-5254,CONS-1330,REF-854,1.21,14.72,95,54,47,Standard,Glasgow,Zone 2,24.54,10.84
2025-06-20,BAR54505,ACC-952,INV-5376,CONS-1909,REF-855,2.08,1.59,65,35,62,Standard,London,Zone 2,42.13,73.48
2025-06-11,BAR90540,ACC-904,INV-5066,CONS-1262,REF-856,9.7,6.34,54,20,72,Economy,Manchester,Zone 1,18.68,87.63
2025-06-11,BAR23547,ACC-333,INV-5624,CONS-1867,REF-857,20.07,5.91,79,44,29,Express,London,Zone 1,46.79,66.51
2025-06-02,BAR64332,ACC-600,INV-5740,CONS-1395,REF-858,9.49,34.47,88,59,35,Express,London,Zone 1,24.81,35.88
2025-06-22,BAR17883,ACC-894,INV-5179,CONS-1225,REF-859,21.91,21.94,75,12,43,Economy,Birmingham,Zone 3,46.3,79.93
2025-06-22,BAR59458,ACC-585,INV-5537,CONS-1854,REF-860,16.15,30.78,91,70,74,Express,Birmingham,Zone 2,16.35,92.06
2025-06-20,BAR12617,ACC-149,INV-5162,CONS-1920,REF-861,4.25,6.57,94,40,65,Express,London,Zone 3,46.71,21.66
2025-06-28,BAR39790,ACC-379,INV-5874,CONS-1370,REF-862,23.64,23.88,17,30,66,Express,London,Zone 1,20.87,22.34
2025-06-15,BAR17671,ACC-159,INV-5691,CONS-1442,REF-863,22.98,26.22,64,98,66,Economy,London,Zone 3,36.9,15.55
2025-06-20,BAR13734,ACC-423,INV-5145,CONS-1836,REF-864,16.33,22.43,16,32,97,Express,Manchester,Zone 3,8.79,91.3
2025-06-25,BAR72634,ACC-451,INV-5773,CONS-1865,REF-865,23.77,20.06,52,11,59,Standard,Birmingham,Zone 3,47.36,74.64
2025-06-26,BAR28286,ACC-812,INV-5467,CONS-1673,REF-866,20.68,31.99,24,33,75,Standard,Manchester,Zone 2,6.2,51.13
2025-06-16,BAR28207,ACC-667,INV-5181,CONS-1674,REF-867,24.24,18.14,92,82,38,Standard,Manchester,Zone 2,43.08,65.23
2025-06-05,BAR37391,ACC-547,INV-5407,CONS-1026,REF-868,24.76,9.85,38,47,10,Express,London,Zone 1,31.72,96.72
2025-06-15,BAR17275,ACC-332,INV-5171,CONS-1245,REF-869,6.62,6.48,99,13,37,Economy,Glasgow,Zone 1,20.11,35.24
2025-06-04,BAR89918,ACC-506,INV-5445,CONS-1876,REF-870,23.99,6.29,62,74,80,Standard,Glasgow,Zone 3,46.81,66.02
2025-06-24,BAR31286,ACC-901,INV-5848,CONS-1309,REF-871,4.68,5.59,98,83,52,Express,Birmingham,Zone 3,42.43,84.32
2025-06-23,BAR39626,ACC-543,INV-5008,CONS-1386,REF-872,28.2,20.97,60,64,38,Economy,Manchester,Zone 1,49.25,30.93
2025-06-18,BAR80033,ACC-182,INV-5849,CONS-1822,REF-873,10.82,18.23,13,56,55,Economy,Birmingham,Zone 2,49.52,24.77
2025-06-22,BAR65633,ACC-104,INV-5406,CONS-1334,REF-874,18.25,2.02,58,82,27,Economy,London,Zone 2,48.7,94.48
2025-06-19,BAR59793,ACC-766,INV-5179,CONS-1059,REF-875,20.31,25.25,54,77,80,Economy,Glasgow,Zone 1,30.52,69.49
2025-06-05,BAR70490,ACC-821,INV-5763,CONS-1007,REF-876,18.29,1.7,48,90,92,Express,London,Zone 1,15.06,30.96
2025-06-12,BAR98922,ACC-472,INV-5147,CONS-1396,REF-877,6.99,6.83,42,96,36,Express,Manchester,Zone 3,15.65,46.21
2025-06-04,BAR25115,ACC-931,INV-5938,CONS-1588,REF-878,13.3,26.17,15,19,52,Economy,London,Zone 3,28.06,99.94
2025-06-17,BAR65068,ACC-789,INV-5222,CONS-1401,REF-879,24.03,26.65,40,51,89,Standard,London,Zone 3,25.3,58.44
2025-06-24,BAR76071,ACC-629,INV-5023,CONS-1456,REF-880,27.51,30.08,40,51,47,Standard,Manchester,Zone 1,27.45,73.22
2025-06-25,BAR62174,ACC-207,INV-5412,CONS-1596,REF-881,8.59,2.72,32,33,64,Economy,Glasgow,Zone 3,34.75,86.45
2025-06-01,BAR12178,ACC-940,INV-5000,CONS-1002,REF-882,4.31,1.56,36,69,13,Express,Birmingham,Zone 1,39.76,93.73
2025-06-10,BAR29087,ACC-866,INV-5357,CONS-1105,REF-883,1.63,29.34,95,89,54,Economy,Birmingham,Zone 3,12.76,69.11
2025-06-10,BAR46181,ACC-904,INV-5572,CONS-1993,REF-884,20.76,19.51,15,90,51,Economy,London,Zone 1,12.27,53.27
2025-06-03,BAR28240,ACC-423,INV-5746,CONS-1940,REF-885,12.58,22.08,40,27,13,Standard,Manchester,Zone 2,35.36,87.36
2025-06-20,BAR33113,ACC-258,INV-5367,CONS-1980,REF-886,16.28,13.35,97,57,36,Economy,Birmingham,Zone 1,26.73,39.06
2025-06-07,BAR92690,ACC-400,INV-5532,CONS-1845,REF-887,23.38,28.27,47,83,31,Economy,Manchester,Zone 1,23.18,28.62
2025-06-07,BAR57797,ACC-389,INV-5415,CONS-1466,REF-888,29.61,18.07,29,61,36,Express,Manchester,Zone 1,42.87,30.79
2025-06-26,BAR14734,ACC-225,INV-5262,CONS-1302,REF-889,18.9,13.16,95,68,57,Express,Glasgow,Zone 3,15.76,34.17
2025-06-01,BAR52880,ACC-347,INV-5204,CONS-1652,REF-890,4.21,1.13,17,90,41,Standard,Birmingham,Zone 2,8.34,50.13
2025-06-10,BAR44379,ACC-658,INV-5670,CONS-1097,REF-891,15.94,12.64,41,79,64,Economy,London,Zone 3,11.51,51.96
2025-06-04,BAR53020,ACC-769,INV-5681,CONS-1812,REF-892,29.74,26.38,58,89,33,Express,Manchester,Zone 3,6.03,93.4
2025-06-01,BAR93920,ACC-160,INV-5430,CONS-1295,REF-893,4.73,23.35,33,39,73,Express,Glasgow,Zone 3,32.05,56.2
2025-06-01,BAR24358,ACC-653,INV-5332,CONS-1339,REF-894,28.96,9.53,73,69,73,Standard,Glasgow,Zone 3,38.88,72.53
2025-06-27,BAR88046,ACC-320,INV-5770,CONS-1808,REF-895,11.86,5.81,90,66,81,Standard,London,Zone 2,5.97,50.27
2025-06-20,BAR52128,ACC-177,INV-5470,CONS-1448,REF-896,24.13,18.47,45,14,28,Standard,Birmingham,Zone 1,12.28,98.26
2025-06-25,BAR20431,ACC-398,INV-5611,CONS-1539,REF-897,11.75,12.19,16,18,49,Standard,Birmingham,Zone 1,27.86,59.24
2025-06-20,BAR48072,ACC-908,INV-5030,CONS-1724,REF-898,23.49,33.83,80,75,32,Express,Birmingham,Zone 3,12.12,54.41
2025-06-08,BAR12620,ACC-699,INV-5308,CONS-1797,REF-899,15.26,1.2,38,79,25,Express,Manchester,Zone 1,33.37,25.08
2025-06-29,BAR39930,ACC-425,INV-5534,CONS-1319,REF-900,21.6,23.0,44,47,61,Standard,Glasgow,Zone 3,43.16,55.45
2025-06-14,BAR37412,ACC-298,INV-5714,CONS-1002,REF-901,16.71,16.79,84,90,91,Express,Glasgow,Zone 1,45.27,81.77
2025-06-18,BAR70339,ACC-413,INV-5450,CONS-1376,REF-902,17.15,5.11,20,35,20,Express,Glasgow,Zone 1,23.03,35.43
2025-06-09,BAR79857,ACC-133,INV-5668,CONS-1467,REF-903,23.86,18.29,56,39,88,Express,Manchester,Zone 3,42.11,18.19
2025-06-18,BAR95432,ACC-396,INV-5746,CONS-1556,REF-904,13.5,4.6,62,35,51,Express,Manchester,Zone 3,45.83,65.45
2025-06-24,BAR13015,ACC-278,INV-5009,CONS-1171,REF-905,21.06,12.54,92,58,92,Standard,Birmingham,Zone 1,29.63,72.01
2025-06-01,BAR91775,ACC-909,INV-5997,CONS-1029,REF-906,9.29,21.06,32,91,43,Standard,London,Zone 1,42.88,92.63
2025-06-14,BAR34832,ACC-782,INV-5511,CONS-1351,REF-907,13.04,2.17,23,92,18,Economy,London,Zone 2,13.48,56.43
2025-06-06,BAR31165,ACC-796,INV-5944,CONS-1725,REF-908,23.13,25.29,41,23,85,Express,Manchester,Zone 1,45.76,60.37
2025-06-09,BAR11954,ACC-412,INV-5963,CONS-1519,REF-909,6.53,13.25,77,79,16,Express,London,Zone 3,8.67,70.86
2025-06-16,BAR84770,ACC-424,INV-5787,CONS-1235,REF-910,23.1,28.28,54,89,74,Standard,Glasgow,Zone 2,22.58,19.93
2025-06-09,BAR60035,ACC-271,INV-5802,CONS-1303,REF-911,18.71,28.21,38,72,25,Economy,Glasgow,Zone 1,28.39,98.87
2025-06-20,BAR20317,ACC-500,INV-5046,CONS-1969,REF-912,8.51,22.85,33,73,22,Express,Manchester,Zone 3,41.11,59.18
2025-06-17,BAR80753,ACC-989,INV-5361,CONS-1487,REF-913,28.7,30.45,20,30,96,Standard,Birmingham,Zone 1,39.93,36.71
2025-06-04,BAR25550,ACC-729,INV-5817,CONS-1067,REF-914,6.7,8.82,50,25,91,Economy,Manchester,Zone 1,10.03,88.08
2025-06-08,BAR54890,ACC-979,INV-5608,CONS-1409,REF-915,13.54,14.65,64,70,32,Standard,London,Zone 2,49.18,20.92
2025-06-09,BAR88308,ACC-651,INV-5708,CONS-1260,REF-916,1.62,17.82,40,79,34,Economy,Glasgow,Zone 1,28.03,72.29
2025-06-26,BAR61854,ACC-364,INV-5507,CONS-1604,REF-917,2.85,17.76,48,51,79,Standard,Manchester,Zone 3,35.15,26.52
2025-06-08,BAR50273,ACC-358,INV-5420,CONS-1095,REF-918,22.14,32.95,24,11,21,Economy,Manchester,Zone 2,48.51,57.67
2025-06-07,BAR33771,ACC-827,INV-5187,CONS-1604,REF-919,4.08,10.13,49,77,19,Standard,Glasgow,Zone 2,22.92,53.24
2025-06-21,BAR40145,ACC-861,INV-5648,CONS-1858,REF-920,15.72,10.18,92,48,81,Standard,Birmingham,Zone 2,8.92,89.05
2025-06-11,BAR71644,ACC-404,INV-5507,CONS-1957,REF-921,0.5,28.98,65,89,82,Standard,London,Zone 3,24.72,70.42
2025-06-05,BAR21347,ACC-769,INV-5513,CONS-1390,REF-922,2.4,3.21,60,86,69,Standard,London,Zone 3,15.37,33.87
2025-06-25,BAR51561,ACC-435,INV-5415,CONS-1000,REF-923,27.98,22.29,35,40,38,Standard,Glasgow,Zone 2,16.08,17.7
2025-06-27,BAR74670,ACC-727,INV-5654,CONS-1593,REF-924,16.28,32.22,55,15,32,Standard,Glasgow,Zone 2,15.91,79.27
2025-06-01,BAR67671,ACC-317,INV-5321,CONS-1191,REF-925,29.57,27.51,56,76,76,Standard,London,Zone 2,24.12,62.51
2025-06-25,BAR64621,ACC-887,INV-5318,CONS-1114,REF-926,7.89,22.57,35,39,53,Economy,London,Zone 2,29.46,63.63
2025-06-26,BAR29695,ACC-633,INV-5926,CONS-1215,REF-927,17.25,22.61,97,94,22,Economy,Manchester,Zone 2,45.6,78.81
2025-06-04,BAR30620,ACC-852,INV-5559,CONS-1836,REF-928,27.8,34.0,33,97,99,Express,Birmingham,Zone 3,39.9,87.32
2025-06-07,BAR18821,ACC-392,INV-5979,CONS-1032,REF-929,12.62,10.28,26,44,53,Economy,Manchester,Zone 1,28.08,72.89
2025-06-05,BAR71076,ACC-501,INV-5353,CONS-1636,REF-930,10.22,19.76,48,88,85,Express,Birmingham,Zone 3,6.38,87.52
2025-06-27,BAR45944,ACC-108,INV-5214,CONS-1685,REF-931,27.94,25.68,55,43,34,Economy,Birmingham,Zone 3,23.54,37.82
2025-06-28,BAR64681,ACC-360,INV-5161,CONS-1691,REF-932,9.92,20.03,28,28,57,Express,Birmingham,Zone 3,30.14,61.69
2025-06-24,BAR62597,ACC-580,INV-5974,CONS-1824,REF-933,12.85,15.45,94,68,22,Express,Birmingham,Zone 1,24.25,47.61
2025-06-01,BAR38474,ACC-642,INV-5455,CONS-1731,REF-934,11.42,23.65,17,12,91,Standard,Birmingham,Zone 2,49.17,87.22
2025-06-05,BAR35612,ACC-812,INV-5512,CONS-1648,REF-935,21.18,8.93,31,48,55,Economy,Manchester,Zone 2,23.65,65.83
2025-06-28,BAR49361,ACC-921,INV-5806,CONS-1650,REF-936,16.7,11.78,53,20,44,Standard,Manchester,Zone 2,47.66,60.11
2025-06-03,BAR75963,ACC-596,INV-5703,CONS-1071,REF-937,8.97,14.77,11,100,35,Express,Birmingham,Zone 2,12.22,11.35
